Time,Object Name,Status,Value,Units,Alert ID,Priority
13.02.2024 9:44:32,TIC Gauge 3,5,9.9000e+09,59,0,0
13.02.2024 9:44:34,TIC Gauge 1,11,3.7035e+04,59,0,0
13.02.2024 9:44:34,TIC Turbo Speed,,1.6,,0,0
13.02.2024 9:44:34,TIC Turbo Power,,6.1,,0,0
13.02.2024 9:44:34,TIC Gauge 2,5,9.9000e+09,59,0,0
13.02.2024 9:44:34,TIC Gauge 3,5,9.9000e+09,59,0,0
13.02.2024 9:44:36,TIC Turbo Speed,,1.6,,0,0
13.02.2024 9:44:36,TIC Turbo Power,,5.4,,0,0
13.02.2024 9:44:36,TIC Gauge 1,11,3.9835e+04,59,0,0
13.02.2024 9:44:36,TIC Gauge 2,5,9.9000e+09,59,0,0
13.02.2024 9:44:36,TIC Gauge 3,5,9.9000e+09,59,0,0
13.02.2024 9:44:38,TIC Gauge 2,5,9.9000e+09,59,0,0
13.02.2024 9:44:38,TIC Turbo Speed,,1.6,,0,0
13.02.2024 9:44:38,TIC Turbo Power,,7.0,,0,0
13.02.2024 9:44:38,TIC Gauge 3,5,9.9000e+09,59,0,0
13.02.2024 9:44:38,TIC Gauge 1,11,4.3152e+04,59,0,0
13.02.2024 9:44:40,TIC Turbo Speed,,1.6,,0,0
13.02.2024 9:44:40,TIC Turbo Power,,7.0,,0,0
13.02.2024 9:44:40,TIC Gauge 1,11,4.7831e+04,59,0,0
13.02.2024 9:44:40,TIC Gauge 2,5,9.9000e+09,59,0,0
13.02.2024 9:44:40,TIC Gauge 3,5,9.9000e+09,59,0,0
13.02.2024 9:44:42,TIC Gauge 1,11,5.3849e+04,59,0,0
13.02.2024 9:44:42,TIC Turbo Speed,,1.6,,0,0
13.02.2024 9:44:42,TIC Turbo Power,,6.5,,0,0
13.02.2024 9:44:42,TIC Gauge 2,5,9.9000e+09,59,0,0
13.02.2024 9:44:42,TIC Gauge 3,5,9.9000e+09,59,0,0
13.02.2024 9:44:44,TIC Turbo Speed,,1.6,,0,0
13.02.2024 9:44:44,TIC Turbo Power,,8.2,,0,0
13.02.2024 9:44:44,TIC Gauge 1,11,1.0000e+05,59,0,0
13.02.2024 9:44:44,TIC Gauge 2,5,9.9000e+09,59,0,0
13.02.2024 9:44:44,TIC Gauge 3,5,9.9000e+09,59,0,0
13.02.2024 9:44:46,TIC Turbo Speed,,1.6,,0,0
13.02.2024 9:44:46,TIC Turbo Power,,6.1,,0,0
13.02.2024 9:44:46,TIC Gauge 1,11,1.0000e+05,59,0,0
13.02.2024 9:44:46,TIC Gauge 2,5,9.9000e+09,59,0,0
13.02.2024 9:44:46,TIC Gauge 3,5,9.9000e+09,59,0,0
13.02.2024 9:44:48,TIC Turbo Speed,,1.6,,0,0
13.02.2024 9:44:48,TIC Turbo Power,,8.0,,0,0
13.02.2024 9:44:48,TIC Gauge 1,11,1.0000e+05,59,0,0
13.02.2024 9:44:48,TIC Gauge 2,5,9.9000e+09,59,0,0
13.02.2024 9:44:49,TIC Gauge 3,5,9.9000e+09,59,0,0
13.02.2024 9:44:50,TIC Turbo Speed,,1.6,,0,0
13.02.2024 9:44:50,TIC Turbo Power,,8.4,,0,0
13.02.2024 9:44:50,TIC Gauge 1,11,1.0000e+05,59,0,0
13.02.2024 9:44:50,TIC Gauge 2,5,9.9000e+09,59,0,0
13.02.2024 9:44:51,TIC Gauge 3,5,9.9000e+09,59,0,0
13.02.2024 9:44:52,TIC Turbo Speed,,1.6,,0,0
13.02.2024 9:44:52,TIC Turbo Power,,7.0,,0,0
13.02.2024 9:44:53,TIC Gauge 1,11,1.0000e+05,59,0,0
13.02.2024 9:44:53,TIC Gauge 2,5,9.9000e+09,59,0,0
13.02.2024 9:44:53,TIC Gauge 3,5,9.9000e+09,59,0,0
13.02.2024 9:44:54,TIC Turbo Speed,,1.6,,0,0
13.02.2024 9:44:54,TIC Turbo Power,,6.5,,0,0
13.02.2024 9:44:55,TIC Gauge 1,11,1.0000e+05,59,0,0
13.02.2024 9:44:55,TIC Gauge 2,5,9.9000e+09,59,0,0
13.02.2024 9:44:55,TIC Gauge 3,5,9.9000e+09,59,0,0
13.02.2024 9:44:56,TIC Turbo Speed,,1.6,,0,0
13.02.2024 9:44:57,TIC Turbo Power,,6.1,,0,0
13.02.2024 9:44:57,TIC Gauge 1,11,1.0000e+05,59,0,0
13.02.2024 9:44:57,TIC Gauge 2,5,9.9000e+09,59,0,0
13.02.2024 9:44:57,TIC Gauge 3,5,9.9000e+09,59,0,0
13.02.2024 9:44:59,TIC Gauge 3,5,9.9000e+09,59,0,0
13.02.2024 9:44:59,TIC Turbo Speed,,1.6,,0,0
13.02.2024 9:44:59,TIC Turbo Power,,7.5,,0,0
13.02.2024 9:44:59,TIC Gauge 1,11,1.0000e+05,59,0,0
13.02.2024 9:44:59,TIC Gauge 2,5,9.9000e+09,59,0,0
13.02.2024 9:45:01,TIC Gauge 1,11,1.0000e+05,59,0,0
13.02.2024 9:45:01,TIC Turbo Speed,,1.6,,0,0
13.02.2024 9:45:01,TIC Turbo Power,,6.5,,0,0
13.02.2024 9:45:01,TIC Gauge 2,5,9.9000e+09,59,0,0
13.02.2024 9:45:01,TIC Gauge 3,5,9.9000e+09,59,0,0
13.02.2024 9:45:03,TIC Turbo Speed,,1.6,,0,0
13.02.2024 9:45:03,TIC Turbo Power,,7.5,,0,0
13.02.2024 9:45:03,TIC Gauge 1,11,1.0000e+05,59,0,0
13.02.2024 9:45:03,TIC Gauge 2,5,9.9000e+09,59,0,0
13.02.2024 9:45:03,TIC Gauge 3,5,9.9000e+09,59,0,0
13.02.2024 9:45:05,TIC Turbo Power,,8.0,,0,0
13.02.2024 9:45:05,TIC Turbo Speed,,1.6,,0,0
13.02.2024 9:45:05,TIC Gauge 1,11,1.0000e+05,59,0,0
13.02.2024 9:45:05,TIC Gauge 2,5,9.9000e+09,59,0,0
13.02.2024 9:45:05,TIC Gauge 3,5,9.9000e+09,59,0,0
13.02.2024 9:45:07,TIC Turbo Power,,6.1,,0,0
13.02.2024 9:45:07,TIC Turbo Speed,,1.6,,0,0
13.02.2024 9:45:07,TIC Gauge 1,11,1.0000e+05,59,0,0
13.02.2024 9:45:07,TIC Gauge 2,5,9.9000e+09,59,0,0
13.02.2024 9:45:07,TIC Gauge 3,5,9.9000e+09,59,0,0
13.02.2024 9:45:09,TIC Gauge 2,5,9.9000e+09,59,0,0
13.02.2024 9:45:09,TIC Turbo Speed,,1.6,,0,0
13.02.2024 9:45:09,TIC Turbo Power,,6.1,,0,0
13.02.2024 9:45:09,TIC Gauge 3,5,9.9000e+09,59,0,0
13.02.2024 9:45:09,TIC Gauge 1,11,1.0000e+05,59,0,0
13.02.2024 9:45:11,TIC Turbo Speed,,1.6,,0,0
13.02.2024 9:45:11,TIC Turbo Power,,6.1,,0,0
13.02.2024 9:45:11,TIC Gauge 1,11,1.0000e+05,59,0,0
13.02.2024 9:45:11,TIC Gauge 2,5,9.9000e+09,59,0,0
13.02.2024 9:45:11,TIC Gauge 3,5,9.9000e+09,59,0,0
13.02.2024 9:45:13,TIC Turbo Power,,8.2,,0,0
13.02.2024 9:45:13,TIC Turbo Speed,,1.6,,0,0
13.02.2024 9:45:13,TIC Gauge 1,11,1.0000e+05,59,0,0
13.02.2024 9:45:13,TIC Gauge 2,5,9.9000e+09,59,0,0
13.02.2024 9:45:13,TIC Gauge 3,5,9.9000e+09,59,0,0
13.02.2024 9:45:15,TIC Turbo Speed,,1.6,,0,0
13.02.2024 9:45:15,TIC Turbo Power,,8.4,,0,0
13.02.2024 9:45:15,TIC Gauge 1,11,1.0000e+05,59,0,0
13.02.2024 9:45:15,TIC Gauge 2,5,9.9000e+09,59,0,0
13.02.2024 9:45:15,TIC Gauge 3,5,9.9000e+09,59,0,0
13.02.2024 9:45:17,TIC Turbo Speed,,1.6,,0,0
13.02.2024 9:45:17,TIC Turbo Power,,5.4,,0,0
13.02.2024 9:45:17,TIC Gauge 1,11,1.0000e+05,59,0,0
13.02.2024 9:45:17,TIC Gauge 2,5,9.9000e+09,59,0,0
13.02.2024 9:45:17,TIC Gauge 3,5,9.9000e+09,59,0,0
13.02.2024 9:45:19,TIC Turbo Speed,,1.6,,0,0
13.02.2024 9:45:19,TIC Turbo Power,,8.0,,0,0
13.02.2024 9:45:19,TIC Gauge 1,11,1.0000e+05,59,0,0
13.02.2024 9:45:19,TIC Gauge 2,5,9.9000e+09,59,0,0
13.02.2024 9:45:19,TIC Gauge 3,5,9.9000e+09,59,0,0
13.02.2024 9:45:21,TIC Turbo Speed,,1.6,,0,0
13.02.2024 9:45:21,TIC Turbo Power,,6.1,,0,0
13.02.2024 9:45:21,TIC Gauge 1,11,1.0000e+05,59,0,0
13.02.2024 9:45:21,TIC Gauge 2,5,9.9000e+09,59,0,0
13.02.2024 9:45:21,TIC Gauge 3,5,9.9000e+09,59,0,0
13.02.2024 9:45:23,TIC Turbo Speed,,1.6,,0,0
13.02.2024 9:45:23,TIC Turbo Power,,6.5,,0,0
13.02.2024 9:45:23,TIC Gauge 1,11,1.0000e+05,59,0,0
13.02.2024 9:45:23,TIC Gauge 2,5,9.9000e+09,59,0,0
13.02.2024 9:45:24,TIC Gauge 3,5,9.9000e+09,59,0,0
13.02.2024 9:45:25,TIC Turbo Speed,,1.6,,0,0
13.02.2024 9:45:25,TIC Turbo Power,,7.3,,0,0
13.02.2024 9:45:25,TIC Gauge 1,11,1.0000e+05,59,0,0
13.02.2024 9:45:25,TIC Gauge 2,5,9.9000e+09,59,0,0
13.02.2024 9:45:26,TIC Gauge 3,5,9.9000e+09,59,0,0
13.02.2024 9:45:27,TIC Turbo Speed,,1.6,,0,0
13.02.2024 9:45:27,TIC Turbo Power,,8.0,,0,0
13.02.2024 9:45:27,TIC Gauge 1,11,1.0000e+05,59,0,0
13.02.2024 9:45:28,TIC Gauge 2,5,9.9000e+09,59,0,0
13.02.2024 9:45:28,TIC Gauge 3,5,9.9000e+09,59,0,0
13.02.2024 9:45:29,TIC Turbo Speed,,1.6,,0,0
13.02.2024 9:45:29,TIC Turbo Power,,6.1,,0,0
13.02.2024 9:45:30,TIC Gauge 1,11,3.7280e+04,59,0,0
13.02.2024 9:45:30,TIC Gauge 2,5,9.9000e+09,59,0,0
13.02.2024 9:45:30,TIC Gauge 3,5,9.9000e+09,59,0,0
13.02.2024 9:45:32,TIC Turbo Speed,,1.6,,0,0
13.02.2024 9:45:32,TIC Turbo Power,,7.5,,0,0
13.02.2024 9:45:32,TIC Gauge 1,11,1.2142e+04,59,0,0
13.02.2024 9:45:32,TIC Gauge 2,5,9.9000e+09,59,0,0
13.02.2024 9:45:32,TIC Gauge 3,5,9.9000e+09,59,0,0
13.02.2024 9:45:34,TIC Turbo Speed,,1.6,,0,0
13.02.2024 9:45:34,TIC Turbo Power,,8.0,,0,0
13.02.2024 9:45:34,TIC Gauge 1,11,5.6097e+03,59,0,0
13.02.2024 9:45:34,TIC Gauge 2,5,9.9000e+09,59,0,0
13.02.2024 9:45:34,TIC Gauge 3,5,9.9000e+09,59,0,0
13.02.2024 9:45:36,TIC Gauge 2,5,9.9000e+09,59,0,0
13.02.2024 9:45:36,TIC Turbo Speed,,1.6,,0,0
13.02.2024 9:45:36,TIC Turbo Power,,8.0,,0,0
13.02.2024 9:45:36,TIC Gauge 3,5,9.9000e+09,59,0,0
13.02.2024 9:45:36,TIC Gauge 1,11,2.8103e+03,59,0,0
13.02.2024 9:45:38,TIC Turbo Speed,,1.6,,0,0
13.02.2024 9:45:38,TIC Turbo Power,,7.0,,0,0
13.02.2024 9:45:38,TIC Gauge 1,11,1.4684e+03,59,0,0
13.02.2024 9:45:38,TIC Gauge 2,5,9.9000e+09,59,0,0
13.02.2024 9:45:38,TIC Gauge 3,5,9.9000e+09,59,0,0
13.02.2024 9:45:40,TIC Turbo Speed,,1.6,,0,0
13.02.2024 9:45:40,TIC Turbo Power,,5.8,,0,0
13.02.2024 9:45:40,TIC Gauge 1,11,7.7610e+02,59,0,0
13.02.2024 9:45:40,TIC Gauge 2,5,9.9000e+09,59,0,0
13.02.2024 9:45:40,TIC Gauge 3,5,9.9000e+09,59,0,0
13.02.2024 9:45:42,TIC Turbo Speed,,1.6,,0,0
13.02.2024 9:45:42,TIC Turbo Power,,6.1,,0,0
13.02.2024 9:45:42,TIC Gauge 1,11,4.8050e+02,59,0,0
13.02.2024 9:45:42,TIC Gauge 2,5,9.9000e+09,59,0,0
13.02.2024 9:45:42,TIC Gauge 3,5,9.9000e+09,59,0,0
13.02.2024 9:45:44,TIC Gauge 2,5,9.9000e+09,59,0,0
13.02.2024 9:45:44,TIC Turbo Speed,,1.6,,0,0
13.02.2024 9:45:44,TIC Turbo Power,,6.1,,0,0
13.02.2024 9:45:44,TIC Gauge 3,5,9.9000e+09,59,0,0
13.02.2024 9:45:44,TIC Gauge 1,11,2.7132e+02,59,0,0
13.02.2024 9:45:46,TIC Turbo Speed,,1.6,,0,0
13.02.2024 9:45:46,TIC Turbo Power,,8.0,,0,0
13.02.2024 9:45:46,TIC Gauge 1,11,1.6070e+02,59,0,0
13.02.2024 9:45:46,TIC Gauge 2,5,9.9000e+09,59,0,0
13.02.2024 9:45:46,TIC Gauge 3,5,9.9000e+09,59,0,0
13.02.2024 9:45:48,TIC Gauge 1,11,1.0323e+02,59,0,0
13.02.2024 9:45:48,TIC Turbo Speed,,1.6,,0,0
13.02.2024 9:45:48,TIC Turbo Power,,7.0,,0,0
13.02.2024 9:45:48,TIC Gauge 2,5,9.9000e+09,59,0,0
13.02.2024 9:45:48,TIC Gauge 3,5,9.9000e+09,59,0,0
13.02.2024 9:45:50,TIC Gauge 1,11,6.9219e+01,59,0,0
13.02.2024 9:45:50,TIC Turbo Speed,,1.6,,0,0
13.02.2024 9:45:50,TIC Turbo Power,,7.3,,0,0
13.02.2024 9:45:50,TIC Gauge 2,5,9.9000e+09,59,0,0
13.02.2024 9:45:50,TIC Gauge 3,5,9.9000e+09,59,0,0
13.02.2024 9:45:52,TIC Gauge 2,5,9.9000e+09,59,0,0
13.02.2024 9:45:52,TIC Turbo Speed,,1.6,,0,0
13.02.2024 9:45:52,TIC Turbo Power,,7.3,,0,0
13.02.2024 9:45:52,TIC Gauge 3,5,9.9000e+09,59,0,0
13.02.2024 9:45:52,TIC Gauge 1,11,5.0221e+01,59,0,0
13.02.2024 9:45:54,TIC Turbo Speed,,1.6,,0,0
13.02.2024 9:45:54,TIC Turbo Power,,8.7,,0,0
13.02.2024 9:45:54,TIC Gauge 1,11,3.8820e+01,59,0,0
13.02.2024 9:45:54,TIC Gauge 2,5,9.9000e+09,59,0,0
13.02.2024 9:45:54,TIC Gauge 3,5,9.9000e+09,59,0,0
13.02.2024 9:45:56,TIC Turbo Speed,,1.6,,0,0
13.02.2024 9:45:56,TIC Turbo Power,,8.0,,0,0
13.02.2024 9:45:56,TIC Gauge 1,11,3.2650e+01,59,0,0
13.02.2024 9:45:56,TIC Gauge 2,5,9.9000e+09,59,0,0
13.02.2024 9:45:56,TIC Gauge 3,5,9.9000e+09,59,0,0
13.02.2024 9:45:58,TIC Turbo Speed,,1.6,,0,0
13.02.2024 9:45:58,TIC Turbo Power,,6.1,,0,0
13.02.2024 9:45:58,TIC Gauge 1,11,2.7311e+01,59,0,0
13.02.2024 9:45:58,TIC Gauge 2,5,9.9000e+09,59,0,0
13.02.2024 9:45:59,TIC Gauge 3,5,9.9000e+09,59,0,0
13.02.2024 9:46:00,TIC Turbo Speed,,1.6,,0,0
13.02.2024 9:46:00,TIC Turbo Power,,7.5,,0,0
13.02.2024 9:46:00,TIC Gauge 1,11,2.4112e+01,59,0,0
13.02.2024 9:46:01,TIC Gauge 2,5,9.9000e+09,59,0,0
13.02.2024 9:46:01,TIC Gauge 3,5,9.9000e+09,59,0,0
13.02.2024 9:46:02,TIC Turbo Speed,,1.6,,0,0
13.02.2024 9:46:02,TIC Turbo Power,,7.5,,0,0
13.02.2024 9:46:02,TIC Gauge 1,11,2.1374e+01,59,0,0
13.02.2024 9:46:03,TIC Gauge 2,5,9.9000e+09,59,0,0
13.02.2024 9:46:03,TIC Gauge 3,5,9.9000e+09,59,0,0
13.02.2024 9:46:04,TIC Turbo Speed,,1.6,,0,0
13.02.2024 9:46:04,TIC Turbo Power,,5.4,,0,0
13.02.2024 9:46:05,TIC Gauge 1,11,1.9861e+01,59,0,0
13.02.2024 9:46:05,TIC Gauge 2,5,9.9000e+09,59,0,0
13.02.2024 9:46:05,TIC Gauge 3,5,9.9000e+09,59,0,0
13.02.2024 9:46:07,TIC Turbo Speed,,1.6,,0,0
13.02.2024 9:46:07,TIC Turbo Power,,6.3,,0,0
13.02.2024 9:46:07,TIC Gauge 1,11,1.8864e+01,59,0,0
13.02.2024 9:46:07,TIC Gauge 2,5,9.9000e+09,59,0,0
13.02.2024 9:46:07,TIC Gauge 3,5,9.9000e+09,59,0,0
13.02.2024 9:46:09,TIC Turbo Speed,,1.6,,0,0
13.02.2024 9:46:09,TIC Turbo Power,,6.1,,0,0
13.02.2024 9:46:09,TIC Gauge 1,11,1.8215e+01,59,0,0
13.02.2024 9:46:09,TIC Gauge 2,5,9.9000e+09,59,0,0
13.02.2024 9:46:09,TIC Gauge 3,5,9.9000e+09,59,0,0
13.02.2024 9:46:11,TIC Gauge 3,5,9.9000e+09,59,0,0
13.02.2024 9:46:11,TIC Turbo Speed,,1.6,,0,0
13.02.2024 9:46:11,TIC Turbo Power,,6.3,,0,0
13.02.2024 9:46:11,TIC Gauge 1,11,1.7579e+01,59,0,0
13.02.2024 9:46:11,TIC Gauge 2,5,9.9000e+09,59,0,0
13.02.2024 9:46:13,TIC Gauge 1,11,1.7149e+01,59,0,0
13.02.2024 9:46:13,TIC Turbo Speed,,1.6,,0,0
13.02.2024 9:46:13,TIC Turbo Power,,6.5,,0,0
13.02.2024 9:46:13,TIC Gauge 2,5,9.9000e+09,59,0,0
13.02.2024 9:46:13,TIC Gauge 3,5,9.9000e+09,59,0,0
13.02.2024 9:46:15,TIC Turbo Speed,,1.6,,0,0
13.02.2024 9:46:15,TIC Turbo Power,,6.1,,0,0
13.02.2024 9:46:15,TIC Gauge 1,11,1.6715e+01,59,0,0
13.02.2024 9:46:15,TIC Gauge 2,5,9.9000e+09,59,0,0
13.02.2024 9:46:15,TIC Gauge 3,5,9.9000e+09,59,0,0
13.02.2024 9:46:17,TIC Turbo Speed,,1.6,,0,0
13.02.2024 9:46:17,TIC Turbo Power,,8.2,,0,0
13.02.2024 9:46:17,TIC Gauge 1,11,1.6384e+01,59,0,0
13.02.2024 9:46:17,TIC Gauge 2,5,9.9000e+09,59,0,0
13.02.2024 9:46:17,TIC Gauge 3,5,9.9000e+09,59,0,0
13.02.2024 9:46:19,TIC Gauge 1,11,1.6281e+01,59,0,0
13.02.2024 9:46:19,TIC Turbo Speed,,1.6,,0,0
13.02.2024 9:46:19,TIC Turbo Power,,6.1,,0,0
13.02.2024 9:46:19,TIC Gauge 2,5,9.9000e+09,59,0,0
13.02.2024 9:46:19,TIC Gauge 3,5,9.9000e+09,59,0,0
13.02.2024 9:46:21,TIC Turbo Speed,,1.6,,0,0
13.02.2024 9:46:21,TIC Turbo Power,,6.1,,0,0
13.02.2024 9:46:21,TIC Gauge 1,11,1.6054e+01,59,0,0
13.02.2024 9:46:21,TIC Gauge 2,5,9.9000e+09,59,0,0
13.02.2024 9:46:21,TIC Gauge 3,5,9.9000e+09,59,0,0
13.02.2024 9:46:23,TIC Turbo Speed,,1.6,,0,0
13.02.2024 9:46:23,TIC Turbo Power,,5.8,,0,0
13.02.2024 9:46:23,TIC Gauge 1,11,1.5834e+01,59,0,0
13.02.2024 9:46:23,TIC Gauge 2,5,9.9000e+09,59,0,0
13.02.2024 9:46:23,TIC Gauge 3,5,9.9000e+09,59,0,0
13.02.2024 9:46:25,TIC Gauge 3,5,9.9000e+09,59,0,0
13.02.2024 9:46:25,TIC Turbo Speed,,1.6,,0,0
13.02.2024 9:46:25,TIC Turbo Power,,7.0,,0,0
13.02.2024 9:46:25,TIC Gauge 1,11,1.5753e+01,59,0,0
13.02.2024 9:46:25,TIC Gauge 2,5,9.9000e+09,59,0,0
13.02.2024 9:46:27,TIC Turbo Speed,,1.6,,0,0
13.02.2024 9:46:27,TIC Turbo Power,,7.5,,0,0
13.02.2024 9:46:27,TIC Gauge 1,11,1.5656e+01,59,0,0
13.02.2024 9:46:27,TIC Gauge 2,5,9.9000e+09,59,0,0
13.02.2024 9:46:27,TIC Gauge 3,5,9.9000e+09,59,0,0
13.02.2024 9:46:29,TIC Gauge 1,11,1.5584e+01,59,0,0
13.02.2024 9:46:29,TIC Turbo Speed,,1.6,,0,0
13.02.2024 9:46:29,TIC Turbo Power,,5.4,,0,0
13.02.2024 9:46:29,TIC Gauge 2,5,9.9000e+09,59,0,0
13.02.2024 9:46:29,TIC Gauge 3,5,9.9000e+09,59,0,0
13.02.2024 9:46:31,TIC Turbo Speed,,1.6,,0,0
13.02.2024 9:46:31,TIC Turbo Power,,6.1,,0,0
13.02.2024 9:46:31,TIC Gauge 1,11,1.5437e+01,59,0,0
13.02.2024 9:46:31,TIC Gauge 2,5,9.9000e+09,59,0,0
13.02.2024 9:46:31,TIC Gauge 3,5,9.9000e+09,59,0,0
13.02.2024 9:46:33,TIC Turbo Speed,,1.6,,0,0
13.02.2024 9:46:33,TIC Turbo Power,,6.5,,0,0
13.02.2024 9:46:33,TIC Gauge 1,11,1.5353e+01,59,0,0
13.02.2024 9:46:33,TIC Gauge 2,5,9.9000e+09,59,0,0
13.02.2024 9:46:34,TIC Gauge 3,5,9.9000e+09,59,0,0
13.02.2024 9:46:35,TIC Turbo Speed,,1.6,,0,0
13.02.2024 9:46:35,TIC Turbo Power,,8.2,,0,0
13.02.2024 9:46:35,TIC Gauge 1,11,1.5281e+01,59,0,0
13.02.2024 9:46:36,TIC Gauge 2,5,9.9000e+09,59,0,0
13.02.2024 9:46:36,TIC Gauge 3,5,9.9000e+09,59,0,0
13.02.2024 9:46:37,TIC Gauge 1,11,1.5197e+01,59,0,0
13.02.2024 9:46:37,TIC Turbo Speed,,1.6,,0,0
13.02.2024 9:46:37,TIC Turbo Power,,6.8,,0,0
13.02.2024 9:46:38,TIC Gauge 2,5,9.9000e+09,59,0,0
13.02.2024 9:46:38,TIC Gauge 3,5,9.9000e+09,59,0,0
13.02.2024 9:46:39,TIC Turbo Speed,,1.6,,0,0
13.02.2024 9:46:39,TIC Turbo Power,,5.8,,0,0
13.02.2024 9:46:40,TIC Gauge 1,11,1.5028e+01,59,0,0
13.02.2024 9:46:40,TIC Gauge 2,5,9.9000e+09,59,0,0
13.02.2024 9:46:40,TIC Gauge 3,5,9.9000e+09,59,0,0
13.02.2024 9:46:42,TIC Turbo Speed,,1.6,,0,0
13.02.2024 9:46:42,TIC Turbo Power,,7.5,,0,0
13.02.2024 9:46:42,TIC Gauge 1,11,1.4956e+01,59,0,0
13.02.2024 9:46:42,TIC Gauge 2,5,9.9000e+09,59,0,0
